pos,team,iso-alfa-3,total_points,previous_points,variation,positions
1,USA,USA,2211,2200,11.00,
2,Germany,GER,2152,2174,-22.00,
3,Brazil,BRA,2131,2082,49.00,up
4,Sweden,SWE,2063,2087,-24.00,down
5,Korea DPR,PRK,2026,2038,-12.00,up
6,Norway,NOR,2021,2043,-22.00,down
7,France,FRA,1999,1999,0.00,up
8,Denmark,DEN,1988,2000,-12.00,down
9,Japan,JPN,1985,1957,28.00,up
10,Canada,CAN,1944,1960,-16.00,down
11,England,ENG,1939,1940,-1.00,
12,China PR,CHN,1915,1891,24.00,up
13,Italy,ITA,1905,1915,-10.00,
14,Australia,AUS,1898,1923,-25.00,down
15,Russia,RUS,1890,1890,0.00,
16,Ukraine,UKR,1869,1857,12.00,
17,Finland,FIN,1852,1854,-2.00,
18,Iceland,ISL,1830,1827,3.00,
19,Spain,ESP,1819,1819,0.00,
20,Netherlands,NED,1808,1818,-10.00,
21,Czech Republic,CZE,1807,1806,1.00,
22,Mexico,MEX,1774,1774,0.00,
23,Korea Republic,KOR,1765,1765,0.00,
24,New Zealand,NZL,1745,1724,21.00,
25,Nigeria,NGA,1728,1718,10.00,
26,Scotland,SCO,1714,1712,2.00,
27,Switzerland,SUI,1667,1657,10.00,up
28,Republic of Ireland,IRL,1654,1657,-3.00,
28,Argentina,ARG,1654,1658,-4.00,down
30,Poland,POL,1629,1638,-9.00,
31,Belgium,BEL,1624,1624,0.00,
32,Vietnam,VIE,1619,1619,0.00,
33,Chinese Taipei,TPE,1611,1611,0.00,
34,Serbia,SRB,1594,1594,0.00,
35,Thailand,THA,1588,1588,0.00,
36,Romania,ROU,1578,1578,0.00,
37,Slovakia,SVK,1577,1577,0.00,
38,Austria,AUT,1574,1567,7.00,
39,Hungary,HUN,1566,1566,0.00,
40,Belarus,BLR,1553,1560,-7.00,
41,Trinidad and Tobago,TRI,1536,1536,0.00,
42,Ghana,GHA,1535,1535,0.00,
43,Myanmar,MYA,1523,1523,0.00,
44,Bulgaria,BUL,1521,1521,0.00,
45,Costa Rica,CRC,1518,1518,0.00,
46,Portugal,POR,1509,1509,0.00,
47,Croatia,CRO,1477,1481,-4.00,up
48,IR Iran,IRN,1468,1468,0.00,up
49,Ecuador,ECU,1463,1463,0.00,up
50,Greece,GRE,1459,1461,-2.00,up
51,Wales,WAL,1454,1454,0.00,up
52,India,IND,1439,1439,0.00,up
53,Slovenia,SVN,1437,1438,-1.00,up
54,Papua New Guinea,PNG,1414,1414,0.00,up
55,Uruguay,URU,1401,1401,0.00,up
55,Paraguay,PAR,1401,1401,0.00,up
57,Haiti,HAI,1398,1398,0.00,up
58,Tonga,TGA,1392,1392,0.00,up
59,Kazakhstan,KAZ,1380,1375,5.00,up
60,Panama,PAN,1379,1379,0.00,up
61,Israel,ISR,1374,1383,-9.00,down
62,Lithuania,LTU,1366,1370,-4.00,up
63,Hong Kong,HKG,1365,1365,0.00,up
64,Turkey,TUR,1361,1342,19.00,up
64,Azerbaijan,AZE,1361,1361,0.00,up
66,Morocco,MAR,1359,1359,0.00,
67,South Africa,RSA,1355,1355,0.00,
68,Indonesia,IDN,1353,1353,0.00,
69,Algeria,ALG,1344,1344,0.00,
70,Faroe Islands,FRO,1339,1339,0.00,up
70,Jamaica,JAM,1339,1339,0.00,up
72,Fiji,FIJ,1335,1335,0.00,up
73,Côte d'Ivoire,CIV,1334,1334,0.00,up
74,Northern Ireland,NIR,1322,1316,6.00,up
75,Tunisia,TUN,1317,1317,0.00,
76,Guam,GUM,1314,1314,0.00,up
77,Mali,MLI,1310,1310,0.00,up
78,Malaysia,MAS,1284,1284,0.00,up
79,Cameroon,CMR,1281,1281,0.00,up
80,Senegal,SEN,1277,1277,0.00,up
81,Laos,LAO,1274,1274,0.00,up
82,Philippines,PHI,1270,1270,0.00,up
83,Latvia,LVA,1263,1277,-14.00,down
84,Tahiti,TAH,1258,1258,0.00,up
84,Equatorial Guinea,EQG,1258,1258,0.00,up
86,Estonia,EST,1248,1251,-3.00,up
87,Dominican Republic,DOM,1239,1239,0.00,up
88,Bosnia and Herzegovina,BIH,1228,1228,0.00,up
89,Luxembourg,LUX,1227,1227,0.00,up
90,Singapore,SIN,1217,1217,0.00,up
91,Solomon Islands,SOL,1194,1194,0.00,up
92,Suriname,SUR,1189,1189,0.00,up
93,Angola,ANG,1184,1184,0.00,up
94,Zimbabwe,ZIM,1167,1167,0.00,up
94,Congo DR,COD,1167,1167,0.00,up
96,Nicaragua,NCA,1161,1161,0.00,up
97,Malta,MLT,1127,1121,6.00,up
98,Samoa,SAM,1125,1125,0.00,
99,Ethiopia,ETH,1111,1111,0.00,up
100,El Salvador,SLV,1106,1106,0.00,up
101,Puerto Rico,PUR,1093,1093,0.00,up
102,Armenia,ARM,1090,1090,0.00,up
103,American Samoa,ASA,1089,1089,0.00,up
104,Cook Islands,COK,1087,1087,0.00,up
105,Guinea,GUI,1054,1054,0.00,up
106,FYR Macedonia,MKD,1015,1015,0.00,up
107,Georgia,GEO,1013,1013,0.00,up
108,Namibia,NAM,1006,1006,0.00,up
109,Maldives,MDV,965,965,0.00,up
110,Zambia,ZAM,951,951,0.00,up
111,Dominica,DMA,936,936,0.00,up
112,Bermuda,BER,925,925,0.00,up
113,Mozambique,MOZ,877,877,0.00,up
114,Eswatini,SWZ,863,863,0.00,up
115,Cayman Islands,CAY,847,847,0.00,up
116,Tanzania,TAN,829,829,0.00,up
