pos,team,iso-alfa-3,total_points,previous_points,variation,positions
1,USA,USA,2109.09,2110.25,-1.16,
2,Sweden,SWE,2079.13,2088.72,-9.59,
3,Germany,GER,2070.26,2073.09,-2.83,
4,France,FRA,2034.41,2038.68,-4.27,up
5,Netherlands,NED,2021.99,2047.52,-25.53,down
6,Canada,CAN,2007.21,2021.22,-14.01,
7,Brazil,BRA,1976.86,1978.95,-2.09,
8,England,ENG,1974.29,1973.98,0.31,
9,Spain,ESP,1959.16,1935.87,23.29,up
10,Korea DPR,PRK,1940,1940,0.00,down
11,Australia,AUS,1933.8,1935.13,-1.33,
12,Norway,NOR,1930.44,1931.32,-0.88,
13,Japan,JPN,1911,1915.44,-4.44,
14,Denmark,DEN,1880.31,1869.44,10.87,up
15,Italy,ITA,1872.97,1886.18,-13.21,down
16,Iceland,ISL,1834.53,1830.48,4.05,
17,Switzerland,SUI,1832.74,1800.36,32.38,up
18,Korea Republic,KOR,1817.62,1810.89,6.73,
19,China PR,CHN,1814.22,1814.22,0.00,down
20,Belgium,BEL,1808.13,1809.52,-1.39,down
21,Austria,AUT,1778.05,1784.57,-6.52,
22,New Zealand,NZL,1752.47,1744.26,8.21,up
23,Scotland,SCO,1742.15,1753.84,-11.69,down
24,Czech Republic,CZE,1716.07,1691.65,24.42,up
25,Russia,RUS,1714.58,1707.2,7.38,down
26,Colombia,COL,1709.25,1703.83,5.42,
27,Mexico,MEX,1694.33,1678.1,16.23,up
28,Finland,FIN,1685.94,1704.64,-18.70,down
29,Portugal,POR,1676.66,1669.97,6.69,up
30,Poland,POL,1670.88,1677.09,-6.21,down
31,Republic of Ireland,IRL,1665.8,1654.11,11.69,up
32,Vietnam,VIE,1659.17,1657,2.17,
33,Wales,WAL,1655.25,1652.73,2.52,up
34,Argentina,ARG,1640.32,1652.39,-12.07,up
35,Ukraine,UKR,1639.98,1660.02,-20.04,down
36,Costa Rica,CRC,1627.7,1643,-15.30,
37,Chile,CHI,1622.4,1628.21,-5.81,
38,Thailand,THA,1603.53,1596,7.53,up
39,Chinese Taipei,TPE,1591.76,1589,2.76,up
40,Serbia,SRB,1584.19,1572.31,11.88,up
41,Nigeria,NGA,1584.09,1614.33,-30.24,down
42,Romania,ROU,1547.13,1549.19,-2.06,
43,Hungary,HUN,1537.57,1519.23,18.34,up
44,Slovakia,SVK,1533.68,1515.99,17.69,up
45,Uzbekistan,UZB,1524.45,1537.27,-12.82,down
46,Northern Ireland,NIR,1523.28,1501.22,22.06,up
