pos,team,iso-alfa-3,total_points,previous_points,variation,positions
1,USA,USA,2166,2148,18.00,
2,Germany,GER,2163,2143,20.00,
3,Japan,JPN,2114,2106,8.00,
4,Brazil,BRA,2093,2093,0.00,
5,Sweden,SWE,2057,2073,-16.00,
6,France,FRA,2020,1990,30.00,
7,Canada,CAN,1971,1989,-18.00,
8,Korea DPR,PRK,1970,1967,3.00,up
9,England,ENG,1965,1983,-18.00,down
10,Australia,AUS,1956,1956,0.00,
11,Italy,ITA,1936,1937,-1.00,
12,Denmark,DEN,1913,1908,5.00,
13,Norway,NOR,1899,1908,-9.00,down
14,Netherlands,NED,1889,1897,-8.00,
15,Iceland,ISL,1851,1854,-3.00,
16,Korea Republic,KOR,1843,1845,-2.00,
17,Spain,ESP,1842,1841,1.00,
18,China PR,CHN,1828,1831,-3.00,
19,Russia,RUS,1820,1812,8.00,
20,Finland,FIN,1795,1802,-7.00,
21,Scotland,SCO,1775,1770,5.00,up
22,Mexico,MEX,1768,1778,-10.00,down
23,Ukraine,UKR,1767,1767,0.00,
24,New Zealand,NZL,1752,1752,0.00,
25,Czech Republic,CZE,1730,1730,0.00,up
26,Switzerland,SUI,1727,1733,-6.00,down
27,Nigeria,NGA,1686,1686,0.00,
28,Colombia,COL,1651,1651,0.00,
29,Thailand,THA,1645,1645,0.00,up
30,Vietnam,VIE,1641,1641,0.00,up
31,Republic of Ireland,IRL,1637,1646,-9.00,down
32,Poland,POL,1634,1630,4.00,up
33,Belgium,BEL,1629,1639,-10.00,down
34,Argentina,ARG,1609,1609,0.00,up
35,Hungary,HUN,1599,1610,-11.00,down
36,Romania,ROU,1585,1585,0.00,
37,Slovakia,SVK,1581,1573,8.00,up
38,Belarus,BLR,1579,1583,-4.00,down
39,Austria,AUT,1576,1577,-1.00,down
40,Costa Rica,CRC,1568,1557,11.00,up
41,Uzbekistan,UZB,1565,1565,0.00,down
42,Portugal,POR,1557,1555,2.00,up
43,Chinese Taipei,TPE,1556,1556,0.00,down
44,Serbia,SRB,1547,1547,0.00,
45,Wales,WAL,1546,1531,15.00,up
46,Chile,CHI,1544,1544,0.00,down
47,Myanmar,MYA,1523,1523,0.00,
48,Trinidad and Tobago,TRI,1500,1500,0.00,
